ref,run,SiO2,TiO2,Al2O3,MgO,CaO,Na2O,K2O,P2O5,MnO,CoO,NiO,Pb,FeO,T_K,fO2,_Fe3Fe2,P_bar
KC1988,208,51.33,3.25,13.62,6.45,9.84,2.09,0.83,0.43,,,,,10.94169269,1639.15,1.23E-09,0.048893449,1
KC1988,199,51.5,1.93,14.29,6.82,10.78,1.71,0.67,0.56,,,,,10.56377238,1639.15,1.23E-09,0.061594206,1
KC1988,171,40.06,2.91,13.74,6.15,17.74,3.19,3.04,1.1,,,,,10.86070976,1637.15,1.38E-06,0.376932327,1
KC1988,172,40.28,5.84,10.09,7.14,15.28,2.07,4.42,0.6,,,,,12.84929042,1637.15,1.38E-06,0.328309423,1
KC1988,177,50.65,3.19,13.53,6.28,9.58,3.04,1.39,0.5,,,,,10.66275151,1637.15,1.38E-06,0.222390649,1
KC1988,168,50.79,1.92,13.54,6.81,10.6,2.95,0.69,0.35,,,,,11.12165474,1637.15,1.38E-06,0.188020211,1
KC1988,174,56.86,0.72,16.8,6.23,7.25,4.02,1.44,0.23,,,,,5.803776137,1637.15,1.38E-06,0.183597802,1
KC1988,B112,51.22,1.92,13.94,6.96,11.07,2.28,0.17,0.21,,,,,11.01367751,1636.15,1.55E-07,0.184866833,1
KC1988,B111,51.25,1.9,13.66,6.91,10.93,2.33,0.2,0.17,,,,,11.40059592,1636.15,1.55E-07,0.189289512,1
KC1988,141,40.57,3,13.98,6.14,17.8,2.51,2.5,1.28,,,,,10.9956813,1635.15,1.17E-08,0.10108208,1
KC1988,142,41.21,6.06,10.62,7.19,15.48,1.6,3.13,0.66,,,,,12.64233407,1635.15,1.17E-08,0.095741137,1
KC1988,147,49.79,3.19,13.78,6.26,9.74,3.01,1.28,0.38,,,,,11.31061489,1635.15,1.17E-08,0.10152159,1
KC1988,139,50.7,1.91,13.98,6.88,10.44,3.09,0.93,0.35,,,,,10.53677807,1635.15,1.17E-08,0.102251251,1
KC1988,161,39.21,2.89,13.54,5.91,17.36,4.21,3.27,0.9,,,,,11.44558643,1634.15,0.001819701,1.912965826,1
KC1988,151,42.35,3.02,14.95,6.29,18.74,1.13,0.99,0.5,,,,,10.83371546,1634.15,1.07E-10,0.070381257,1
KC1988,155,42.94,3.17,14.63,6.47,18.86,1.07,0.92,0.46,,,,,10.32982171,1634.15,1.07E-10,0.06266875,1
KC1988,159,50.29,1.89,13.79,6.75,10.4,2.81,0.53,0.46,,,,,11.76951812,1634.15,0.001819701,1.209858251,1
KC1988,167,50.89,3.2,13.24,6.33,9.93,2.56,0.92,0.49,,,,,11.17564335,1634.15,0.001819701,1.299520448,1
KC1988,160,56.44,0.73,16.81,6.23,7.3,3.82,1.23,0.29,,,,,6.442641417,1634.15,0.001819701,1.019972109,1
KC1988,212,39.94,2.96,13.84,5.96,18.02,3.62,1.95,0.52,,,,,11.85949915,1633.15,0.208929613,4.882730818,1
KC1988,211,41.05,5.91,10.23,7.03,15.36,1.91,2.82,0.09,,,,,14.02804186,1633.15,0.208929613,4.513394675,1
KC1988,209,50.75,1.88,13.75,6.74,10.44,2.59,0.43,0.21,,,,,11.88649345,1633.15,0.208929613,2.835855994,1
KC1988,218,51.04,3.2,13.63,6.35,9.79,2.39,0.68,0.15,,,,,11.49057694,1633.15,0.208929613,2.743541417,1
KC1988,210,56.92,0.7,16.74,6.21,7.44,3.64,1.1,0.11,,,,,6.41564711,1633.15,0.208929613,2.531336472,1
KC1988,B76,51.24,1.91,13.81,6.78,10.52,2.67,0.21,0,,,,,11.94048207,1615.15,0.001318257,1.329100653,1
KC1988,B113,50.64,1.95,13.91,7.08,11.23,2.61,0.21,0.24,,,,,10.93269458,1572.15,4.17E-08,0.214660797,1
KC1988,B79,50.9,1.91,13.85,6.82,10.61,2.69,0.2,0,,,,,12.0664555,1569.15,0.000870964,1.569392568,1
KC1988,B82,50.38,1.93,13.7,6.93,10.54,2.7,0.2,0,,,,,12.00346879,1522.15,0.000549541,2.017920272,1
KC1989,101A,48.5,,,,27.6,,,,,,,,24.07073625,1612.24,3.47E-11,0.054808775,1
KC1989,11A,46.84,,,,25.58,,,,,,,,25.78434932,1610.74,2.09E-01,5.912694188,1
KC1989,123A,47.94,,,,25.02,,,,,,,,24.45552199,1566.64,2.09E-01,6.594882606,1
KC1989,124B,28.24,,,,33.92,,,,,,,,34.06929437,1566.64,2.09E-01,14.00849972,1
KC1989,126B,28.3,,,,33.96,,,,,,,,34.29426591,1565.74,2.09E-01,13.5314686,1
KC1989,127A,46.01,,,,25.71,,,,,,,,25.41635312,1565.74,2.09E-01,6.519631099,1
KC1989,129A,48.02,,,,25.07,,,,,,,,24.39253527,1566.34,2.09E-01,6.575321513,1
KC1989,130B,23.21,,,,34.02,,,,,,,,34.29524883,1566.34,2.09E-01,14.0417758,1
KC1989,134B,27.41,,,,33.73,,,,,,,,33.9382735,1566.84,2.09E-01,15.63640858,1
KC1989,135A,46.28,,,,25.68,,,,,,,,25.18438727,1566.84,2.09E-01,6.608576215,1
KC1989,138B,28.15,,,,33.93,,,,,,,,34.24927539,1566.04,2.09E-01,13.51240483,1
KC1989,149A,46.47,,,,25.68,,,,,,,,25.42733604,1566.84,2.09E-01,6.681974634,1
KC1989,150B,28.32,,,,33.89,,,,,,,,33.93033422,1566.84,2.09E-01,13.62514406,1
KC1989,154B,28.9,,,,34.73,,,,,,,,34.16247459,1907.34,2.09E-01,3.291768165,1
KC1989,155A,48.64,,,,25.45,,,,,,,,24.28690714,1907.34,2.09E-01,1.524626522,1
KC1989,157A,47.38,,,,26.08,,,,,,,,25.12382555,1908.24,2.09E-01,1.494918128,1
KC1989,161A,49.49,,,,25.02,,,,,,,,23.89703996,1907.74,2.09E-01,1.423634884,1
KC1989,162B,28.54,,,,34.43,,,,,,,,34.49546131,1907.74,2.09E-01,3.191429078,1
KC1989,166D,41.68,,,,36.75,,,,,,,,20.35295647,1862.24,2.09E-01,2.437999404,1
KC1989,169B,28.91,,,,34.73,,,,,,,,34.21033797,1862.24,2.09E-01,3.648143746,1
KC1989,173A,48.3,,,,25.3,,,,,,,,24.48768134,1862.24,2.09E-01,1.798592153,1
KC1989,175C,32.94,,,,22.41,,,,,,,,42.23301734,1759.74,2.09E-01,3.630813305,1
KC1989,180D,39.88,,,,35.13,,,,,,,,23.46410641,1759.74,2.09E-01,3.692821282,1
KC1989,183A,46.7,,,,25.87,,,,,,,,25.52111969,1759.74,2.09E-01,2.584426923,1
KC1989,185C,31.65,,,,21.73,,,,,,,,43.69726784,1664.54,2.09E-01,5.215827574,1
KC1989,193A,47.64,,,,25.46,,,,,,,,24.86382179,1664.54,2.09E-01,3.923529067,1
KC1989,194B,28.41,,,,34.14,,,,,,,,34.70644047,1664.54,2.09E-01,8.640677909,1
KC1989,196D,39.56,,,,34.77,,,,,,,,24.09673261,1711.74,2.09E-01,5.242676841,1
KC1989,199C,32.62,,,,22.11,,,,,,,,42.66870616,1711.74,2.09E-01,4.280780465,1
KC1989,1A,46.87,,,,25.6,,,,,,,,25.89612542,1513.74,2.09E-01,8.315153029,1
KC1989,203A,47,,,,25.99,,,,,,,,25.75079712,1711.74,2.09E-01,3.424535588,1
KC1989,204B,28.57,,,,34.24,,,,,,,,34.61264161,1711.74,2.09E-01,6.760681974,1
KC1989,205AF3,38.82,,,,150.7,,,,,,,,43.94522986,1760.64,2.09E-01,2.711590359,1
KC1989,206AF,41.83,,,,18.4,,,,,,,,37.551245,1760.64,2.09E-01,2.659965399,1
KC1989,229G,39.33,,,,49.34,,,,,,,,8.277518082,1817.14,2.09E-01,5.622014466,1
KC1989,230H,57.46,,,,31.95,,,,,,,,8.952717316,1817.14,2.09E-01,2.119413699,1
KC1989,231G,39.68,,,,49.12,,,,,,,,8.784360593,1717.14,2.09E-01,7.697386726,1
KC1989,232H,57.33,,,,31.84,,,,,,,,9.043491518,1717.14,2.09E-01,3.784916147,1
KC1989,23A,46.92,,,,25.93,,,,,,,,25.9007402,1710.55,2.09E-01,3.543989508,1
KC1989,245B,28.95,,,,34.28,,,,,,,,33.24926018,1816.84,2.09E-01,4.513973495,1
KC1989,246B,28.79,,,,34.38,,,,,,,,33.23625449,1816.84,2.09E-01,4.548623453,1
KC1989,24B,28.88,,,,34.93,,,,,,,,34.50761314,1710.54,2.09E-01,7.177159513,1
KC1989,38D,40.32,,,,35.9,,,,,,,,23.59202671,1758.94,2.09E-01,3.966742466,1
KC1989,45A,47.13,,,,26.69,,,,,,,,26.00011779,1808.44,2.09E-01,2.425575467,1
KC1989,47C,32.67,,,,22.08,,,,,,,,43.37205339,1808.44,2.09E-01,3.158394381,1
KC1989,48D,39.96,,,,35.47,,,,,,,,23.67318041,1808.44,2.09E-01,3.257766261,1
KC1989,55D,42.16,,,,37.5,,,,,,,,19.85592421,1857.94,2.09E-01,2.767727555,1
KC1989,57C,32.94,,,,21.15,,,,,,,,43.22054294,1857.94,2.09E-01,2.43020182,1
KC1989,8B,28.52,,,,33.83,,,,,,,,34.39621278,1560.44,2.09E-01,14.56389718,1
KC1989,93A,47.67,,,,26.55,,,,,,,,25.79784065,1616.54,4.79E-08,0.270829589,1
KC1989,98B,29.81,,,,35.69,,,,,,,,33.32472111,1616.54,1.05E-09,0.22247693,1
KC1989,99A,50.19,,,,25.95,,,,,,,,23.83060343,1616.54,1.05E-09,0.085676694,1
KC1991,Q41,28.74,0,1.63,0,34.18,0.01,0,0,,,,,31.82628868,1814.15,0.208929613,4.341438337,1
KC1991,Q43,38.54,0,18.77,0,20.85,0.07,0,0,,,,,20.03877435,1814.15,0.208929613,2.004504235,1
KC1991,Q42,40.04,0,12.09,0,22.4,0.08,0,0,,,,,22.00036071,1814.15,0.208929613,2.065839273,1
KC1991,Q44,43.23,0,6.75,0,23.82,0.04,0,0,,,,,23.28708937,1814.15,0.208929613,2.037614152,1
KC1991,Q61,45.36,2.98,12.77,5.47,9.09,0.74,0.46,0.32,,,,,20.9115903,1724.15,0.208929613,2.009546755,1
KC1991,Q64,46.66,3.51,15.35,4.69,7.52,1.36,0.7,0.26,,,,,17.54629995,1724.15,0.208929613,1.767512361,1
KC1991,Q66,46.66,3.29,19.32,4.11,6.91,1.98,0.8,0.26,,,,,15.35076293,1724.15,0.208929613,1.641446001,1
KC1991,Q65,46.86,3.4,18.19,4.17,7.01,2.06,0.79,0.24,,,,,15.98063011,1724.15,0.208929613,1.754505176,1
KC1991,Q62,47.91,3.6,15.23,4.59,7.45,1.31,0.74,0.26,,,,,17.02441,1724.15,0.208929613,1.697373195,1
KC1991,Q03,37.73,0,17.67,0,21.09,0,0,0,,,,,20.33571174,1721.15,0.208929613,2.857850222,1
KC1991,QOl,38.86,0,17,0,20.89,0,0,0,,,,,20.64164722,1721.15,0.208929613,2.827866402,1
KC1991,Q02,38.94,0,17.02,0,20.82,0,0,0,,,,,20.53366999,1721.15,0.208929613,2.807822458,1
KC1991,Q04,39.2,0,17.6,0,20.95,0,0,0,,,,,20.22773451,1721.15,0.208929613,2.837351595,1
KC1991,Q19,52.17,0,4.02,0,0.02,18.44,0,0,,,,,20.11075917,1708.15,0.208929613,7.240247465,1
KC1991,Q18,55.79,0,1.13,0,0.01,16.88,0,0,,,,,23.25109696,1708.15,0.208929613,5.885706017,1
KC1991,Q14,62.32,0,5.93,0,0.02,10.65,0,0,,,,,18.53609123,1708.15,0.208929613,5.552342989,1
KC1991,Q13,66.38,0,0,0,0.01,10.6,0,0,,,,,20.02077815,1708.15,0.208929613,6.001228935,1
KC1991,Qll,66.97,0,0.01,0,0.01,9.98,0,0,,,,,20.2097383,1708.15,0.208929613,6.512957838,1
KC1991,Q15,67.72,0,0.02,0,0,9.09,0,0,,,,,20.34470984,1708.15,0.208929613,6.066009445,1
KC1991,QI2,68.44,0,0,0,0.01,9.87,0,0,,,,,19.8498142,1708.15,0.208929613,6.406157443,1
KC1991,Q51,44.71,3,13,5.46,9.06,0.68,0.54,0.31,,,,,20.43469086,1627.15,0.208929613,3.021018621,1
KC1991,Q53,45.56,2.95,13.02,5.45,9.11,0.7,0.57,0.31,,,,,20.03877435,1627.15,0.208929613,3.021798239,1
KC1991,Q52,46.56,3.56,15.25,4.65,7.48,1.1,0.85,0.38,,,,,17.42032651,1627.15,0.208929613,2.460427175,1
KC1991,Q06,66.02,0,1.83,0,0.01,8.87,0,0,,,,,19.89480471,1573.15,0.208929613,9.915435956,1
KC1991,Q05,68.61,0,0,0,0.03,8.3,0,0,,,,,19.97578763,1573.15,0.208929613,11.69594777,1
KC1991,Q31,27.97,0,1.83,0,33.64,0.09,0,0,,,,,31.95226211,1561.15,0.208929613,15.20227686,1
KC1991,Q32,42.32,0,11.91,0,22.48,0.09,0,0,,,,,20.2007402,1561.15,0.208929613,6.322272325,1
KC1991,Q34,42.86,0,6.66,0,23.45,0.05,0,0,,,,,23.22410265,1561.15,0.208929613,7.011810067,1
KC1991,Q27,33.16,0,2.71,0,0.04,24.55,0,0,,,,,34.09381052,1269.15,0.208929613,121.2824438,1
KC1991,Q29,47.98,0,3.92,0,0.02,24.76,0,0,,,,,20.11975728,1269.15,0.208929613,73.831372,1
KC1991,Q22,65.8,0,0,0,0.01,10.27,0,0,,,,,20.02077815,1269.15,0.208929613,86.39658737,1
KC1991,Q23,66.19,0,0,0,0.01,10.69,0,0,,,,,19.63385974,1269.15,0.208929613,56.98296707,1
KC1991,Q21,66.87,0,0.04,0,0.04,9.56,0,0,,,,,20.02977625,1269.15,0.208929613,142.6472597,1
M1995,DT-33,78.8,0.26,10.7,0.03,0.25,2.68,2.96,0,,,,,3.356292247,1830.15,0.213796209,0.76714951,1
M1995,M49-1,59.1,1.79,15.1,6.7,7.18,0.98,1.34,0.05,,,,,5.659806496,1823.15,0.208929613,0.712183481,1
M1995,DT-18,72.6,0.25,9.9,0.01,0.19,4.76,4.41,0,,,,,5.299882395,1774.15,0.213796209,1.94444514,1
M1995,M49-2,56.9,1.9,14.8,6.3,6.43,3.1,4.33,0.06,,,,,5.695798907,1773.15,0.208929613,1.414426893,1
M1995,DT-31,77.3,0.25,10.5,0.03,0.23,3.29,3.33,0,,,,,4.292094911,1725.15,0.208929613,1.703287541,1
M1995,M-60B,55.9,1.71,13.8,6,6.24,2.8,5.34,0.6,,,,,5.641810291,1708.15,0.004897788,0.661575921,1
M1995,DT-46,74.4,0.25,10.1,0.01,0.24,4.57,4.48,0,,,,,5.659806496,1707.15,0.005011872,1.3201151,1
M1995,DT-40,74.7,0.26,10,0.02,0.25,4,3.77,0,,,,,5.200903267,1682.15,0.208929613,2.356746842,1
M1995,M-41B,55.96,1.73,14.5,5.9,6.26,2,4.38,0.39,,,,,5.947745778,1679.15,3.24E-06,0.085221583,1
M1995,DT-30,75.4,0.25,10.3,0.02,0.2,3.1,4.44,0,,,,,5.3178786,1679.15,3.98E-06,0.289747827,1
M1995,DT-19,73.9,0.25,10.1,0.01,0.23,4.08,4.09,0,,,,,5.380865318,1675.15,0.208929613,3.523364334,1
M1995,DT-42,74.7,0.26,10.1,0.02,0.27,3.76,3.62,0,,,,,5.479844446,1674.15,0.208929613,2.423683387,1
M1995,M-53B,55.9,1.71,13.8,6,6.24,2.8,5.34,0.6,,,,,5.650808394,1673.15,0.003090295,0.531555634,1
M1995,DT-29,73.5,0.25,10.1,0.03,0.23,4.14,4.02,0,,,,,5.677802702,1625.15,0.208929613,4.163357414,1
M1995,M-31B,54.3,1.65,14.2,5.9,6.25,3.1,5.35,1.39,,,,,5.821772342,1613.15,0.208929613,3.481314277,1
M1995,DT-14,73.1,0.24,9.9,0.01,0.13,4.76,4.52,0,,,,,5.560827369,1578.15,0.208929613,4.982449194,1
M1995,M-51B,53.7,1.76,14.5,5.9,6.28,3.1,5.85,1,,,,,5.866762855,1573.15,0.002344229,0.962935922,1
M1995,M-25B,55.8,1.73,14.2,6,6.31,3,5.36,0.61,,,,,5.95674388,1562.15,2.51E-07,0.223320889,1
M1995,WD-4A,63.6,0.61,16.6,2.51,5.32,5.6,1.57,0,,,,,3.797199271,1523.15,0.208929613,3.129541748,1
M1995,DT-27,72.8,0.25,10.1,0.01,0.2,4.76,4.21,0,,,,,5.344872908,1523.15,0.208929613,6.322853268,1
M1995,M-6B,53,1.69,14.3,5.8,6.33,2.9,5.9,0.98,,,,,5.902755265,1515.15,0.208929613,5.948890682,1
M1995,M-5B,53.7,1.68,14,5.9,6.27,3,5.89,1.12,,,,,5.81277424,1515.15,0.208929613,4.193446231,1
M1995,M-4B,54.1,1.71,14.1,5.8,6.27,3,6.2,1.35,,,,,5.947745778,1515.15,0.208929613,6.083978184,1
M1995,M-3B,54.2,1.7,14.3,5.8,6.33,2.9,5.77,0.73,,,,,5.902755265,1515.15,0.208929613,5.487445112,1
M1995,M-23B,54.3,1.71,14.1,5.8,6.22,3.1,6.11,1.01,,,,,6.019730598,1500.15,5.50E-08,0.192420339,1
M1995,M-14B,54.1,1.77,13.8,5.9,6.3,2.9,6.08,0,,,,,5.803776137,1491.15,4.37E-08,0.23788521,1
M1995,M-2B,54,1.7,14.3,5.8,6.3,3,5.93,0.94,,,,,5.947745778,1488.15,0.208929613,7.260428191,1
M1995,WD-10A,62.5,0.68,16.1,2.71,4.84,5.1,1.81,0,,,,,3.869184091,1473.15,0.001,1.513204561,1
M1995,DT-39,73.1,0.26,9.9,0.01,0.24,5.01,4.36,0,,,,,5.677802702,1469.15,3.16E-08,0.460279967,1
M1995,DT-37,73.2,0.26,10,0.09,0.35,5.32,4.45,0,,,,,5.641810291,1376.15,7.94E-10,0.52525552,1
M1995,DT-32,73.1,0.25,9.9,0.02,0.23,5.68,4.45,0,,,,,5.515836856,1278.15,3.98E-11,0.445160929,1
M2006,FD-05,37.72,,0.013,13.72,17.5,,,,1.16,0.78,0.4,,27.19,1648.15,1.00E-04,0.587,1
M2006,FD-04,39.73,,0.06,16.32,13.15,,,,1.14,0.85,0.43,,26.08,1648.15,2.24E-03,0.638,1
M2006,FD-06,41.04,,0.019,13.32,18.36,,,,1.11,0.71,0.24,,23,1648.15,3.16E-07,0.172,1
M2006,FD-01,41.58,,0.041,18.47,12.73,,,,1.07,0.77,0.49,,23.55,1648.15,2.09E-01,0.827,1
M2006,FD-03,43.26,,0.044,16.91,13.15,,,,1.03,0.73,0.51,,22.26,1648.15,2.09E-01,0.827,1
M2006,FD-02,43.96,,0.11,17.85,12.85,,,,1.04,0.73,0.46,,22.15,1648.15,2.09E-01,0.792,1
M2006,FD-07,44.06,,0.02,15.09,17.24,,,,1.14,0.49,0.07,,20.05,1648.15,1.00E-08,0.092,1
M2006,FDA3-09,40.51,,13.5,11.93,11.93,,,,1.02,0.65,0.23,,18.91,1573.15,1.00E-07,0.172,1
M2006,FDA3-06,40.98,,12.32,13.34,12.06,,,,0.99,0.77,0.46,,19.54,1573.15,1.00E-04,0.447,1
M2006,FDA3-08,41.02,,13.31,12.19,10.96,,,,0.97,0.77,0.38,,19.69,1573.15,1.00E-06,0.232,1
M2006,FDA3-07,41.14,,12.54,12.85,10.59,,,,0.97,0.76,0.49,,19.39,1573.15,1.00E-05,0.436,1
M2006,FDA3-10,42.52,,14.05,12.25,12.17,,,,1.03,0.48,0.08,,16.98,1573.15,1.00E-08,0.118,1
M2006,FDA3-05,43.5,,12.01,14.14,10.84,,,,0.99,0.75,0.41,,15.94,1573.15,1.00E-03,0.575,1
M2006,FDA3-2-00,45.07,,11.52,14.26,11.39,,,,2.04,1.3,0.68,,12.13,1573.15,2.09E-01,0.8,1
M2006,FDA3-0.5-00,45.56,,11.55,15.82,10.9,,,,0.529,0.34,0.18,,14.15,1573.15,2.09E-01,0.8,1
M2006,FDA3-04,45.81,,11.9,14.6,11.36,,,,0.95,0.6,0.31,,12.78,1573.15,2.09E-01,0.8,1
M2006,FDA3-01,46.33,,11.89,15.12,11.078,,,,0.84,0.63,0.33,,12.97,1573.15,2.09E-01,0.8,1
M2006,FDA3-02,46.49,,11.71,15.02,10.88,,,,0.94,0.65,0.3,,13.25,1573.15,2.09E-01,0.8,1
M2006,FDA3-1.5-00,46.51,,11.69,14,11.48,,,,1.45,0.9,0.45,,12.06,1573.15,2.09E-01,0.8,1
M2006,FDA3-03,46.54,,11.7,14.93,11.19,,,,0.94,0.62,0.32,,13.11,1573.15,2.09E-01,0.805,1
M2019,BAS_QFM_m1,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,4.97E-08,0.08,1
M2019,BAS_QFM,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,4.97E-07,0.13,1
M2019,BAS_NNO,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,1.06E-02,0.18,1
M2019,BAS_NNO_0.5,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,3.36E-02,0.22,1
M2019,BAS_NNO_1,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,1.06E-01,0.34,1
M2019,BAS_NNO_1.5,44.4,5,13.7,8.1,10.7,3.5,1.4,0.5,,,,,12.5,1673.15,3.36E-01,0.34,1
Ma2022,SynMB1-31,50.22843,1.00235,10.05054,11.76154,6.90002,,,,,,0.38615,,18.15758,1773.15,1.26E-05,0.22,1
Ma2022,SynMB1-7,49.94044444,0.982666667,10,11.63124444,6.786577778,,,,,,0.444933333,,18.17607778,1731.15,2.09E-01,0.69,1
Ma2022,SynMB1-60,50.27531,0.99886,10.08079,11.8193,6.88975,0.04907,,,,,0.20425,,18.22575,1725.15,6.31E-09,0.06,1
Ma2022,SynMB1-21,50.17711667,1.008,10.13675,11.71926667,6.896266667,,,,,,0.407516667,,18.38453333,1724.15,3.31E-03,0.44,1
Ma2022,SynMB1-11,50.196,1.012233333,10.04918889,11.76732222,6.905888889,0.066966667,,,,,0.2534,,18.18445556,1724.15,1.32E-06,0.19,1
Ma2022,SynMB1-20,50.26802222,0.977233333,10.03624444,11.69415556,6.834688889,,,,,,0.406066667,,18.14377778,1724.15,1.74E-05,0.25,1
Ma2022,SynMB1-15,50.37177778,1.005355556,10.14452222,11.75461111,6.891688889,,,,,,0.368511111,,18.3967,1724.15,1.35E-06,0.19,1
Ma2022,SynMB1-57,50.572275,1.0037875,10.1568625,11.8490375,6.9215625,0.0811875,,,,,,,17.809125,1724.15,9.33E-11,0.07,1
Ma2022,SynMB1-13,50.21477,1.01252,10.04054,11.74588,6.88116,0.05232,,,,,0.31375,,18.20951,1723.15,1.41E-06,0.19,1
Ma2022,SynMB1-27,50.40298,1.04271,10.09116,11.7719,6.88655,,,,,,0.28267,,18.3822,1723.15,1.00E-08,0.06,1
Ma2022,SynMB1-30,51.0620625,1.0162,10.249175,11.9679875,7.0183,,,,,,,,17.3128875,1722.15,1.00E-10,0.06,1
Ma2022,SynMB1-61,50.30543333,0.995644444,10.1317,11.70226667,6.862755556,0.060577778,,,,,0.312322222,,18.10174444,1573.15,6.31E-08,0.19,1
O2006,c1539,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,0.251188643,3.901960784,4000
O2006,d125,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,0.331131121,3.366812227,7500
O2006,d79,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,0.407380278,3,10000
O2006,d126,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,0.588843655,2.759398496,15000
O2006,d1533,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,0.87096359,2.584229391,20000
O2006,d78,57.3,3,14.8,2.1,7.4,4.4,1.1,0.5,,,,,8.458216386,1673.15,1.905460718,2.424657534,30000
P2004,OS79d,47.82,2.9,13.85,6.4,10.88,2.75,0.37,0,,,,,12.86728663,1495.15,6.70E-09,0.19047619,1
P2004,OS79a,48.31,4.04,13.36,3.27,9.38,4.66,1.14,0,,,,,14.00104755,1495.15,6.70E-09,0.162790698,1
P2004,OS77d,47.6,2.87,14.11,6.31,10.83,2.75,0.35,0,,,,,12.88528283,1494.15,1.64E-07,0.298701299,1
P2004,OS81d,47.96,2.91,13.86,6.4,10.88,2.73,0.37,0,,,,,12.97526386,1494.15,6.53E-11,0.098901099,1
P2004,OS77a,47.96,3.99,13.4,3.21,9.04,4.65,1.16,0,,,,,13.86607601,1494.15,1.64E-07,0.666666667,1
P2004,OS78a,48.28,4.06,13.23,3.3,9.33,4.55,1.15,0,,,,,14.16301339,1494.15,6.53E-10,0.162790698,1
P2004,OS81a,48.48,4.02,13.38,3.34,9.35,4.36,1.15,0,,,,,14.10902478,1494.15,6.53E-11,0.136363636,1
P2004,OS93-R,47.74,2.9,14.2,6.34,10.78,2.79,0.36,0,,,,,13.44316519,1462.15,2.80E-11,0.086956522,1
P2004,OS87Rb,47.99,2.89,14.23,6.33,10.88,2.64,0.34,0,,,,,13.20021642,1462.15,2.80E-09,0.176470588,1
P2004,OS88-R,47.83,2.87,14.17,6.32,10.8,2.82,0.36,0,,,,,13.28119935,1461.15,2.73E-10,0.123595506,1
P2004,OS86,47.92,2.84,14.11,6.29,10.79,2.83,0.37,0,,,,,13.17322212,1461.15,2.73E-11,0.086956522,1
P2004,OS85,48.34,2.95,14.06,6.4,10.97,2.63,0.36,0,,,,,12.35439478,1461.15,2.73E-10,0.149425287,1
P2004,OS82,47.83,2.86,13.77,6.36,10.85,2.76,0.36,0,,,,,12.7503113,1460.15,6.67E-08,0.315789474,1
P2004,OS80,47.94,2.9,14.05,6.36,10.83,2.73,0.37,0,,,,,12.85828853,1459.15,2.59E-09,0.123595506,1
P2004,OS84,48.57,2.92,14.2,6.38,10.97,2.61,0.35,0,,,,,11.95847827,1458.15,2.52E-11,0.086956522,1
P2004,OS19,48.23,2.88,14.18,6.61,10.55,2.71,0.33,0,,,,,12.66033027,1457.15,2.45E-11,0.123595506,1
P2004,OS68a,48.01,4.03,13.15,3.35,9.1,4.7,1.02,0,,,,,14.26199252,1456.15,5.99E-08,0.428571429,1
P2004,OS70a,48.31,3.93,13.25,3.22,8.99,4.56,1.05,0,,,,,14.13601909,1456.15,2.38E-10,0.136363636,1
P2004,OS1b,48.18,2.88,14.23,6.5,10.83,2.7,0.37,0,,,,,12.42637961,1447.15,1.86E-09,0.149425287,1
P2004,OS8,48.55,2.94,13.46,6.63,10.78,2.74,0.37,0,,,,,13.59613294,1445.15,4.43E-08,0.408450704,1
P2004,OS10,48.55,2.97,13.04,6.79,10.37,2.76,0.39,0,,,,,13.72210637,1435.15,3.35E-08,0.333333333,1
P2004,OS3a,48.39,3.19,13.06,6.09,10.24,2.77,0.41,0,,,,,13.65012155,1427.15,1.07E-09,0.19047619,1
P2004,OS17,49.16,3.43,12.58,6.15,10.53,2.17,0.37,0,,,,,13.92006463,1424.15,9.78E-12,0.075268817,1
P2004,OS13,48.93,3.31,13.07,6.32,9.9,2.69,0.4,0,,,,,13.4611614,1422.15,9.24E-11,0.136363636,1
P2004,OS18,48.84,3.78,11.65,5.35,10.17,2.77,0.45,0,,,,,14.80187868,1405.15,5.66E-10,0.136363636,1
P2004,OS21,48.97,3.83,11.69,5.41,10.8,2.52,0.43,0,,,,,14.91885401,1405.15,5.66E-12,0.123595506,1
R2013,188,46.51,0.73,3.83,25.77,11.03,1.11,0.15,0.53,,,,,10.78872494,1873.15,6.46E-07,0.030927835,40000
R2013,189,46.75,1,2.93,18.1,10.92,1.49,0.2,0.45,,,,,15.88165098,1873.15,6.46E-07,0.030927835,40000
R2013,187,53.59,0.94,5.43,4.83,9.74,1.79,0.26,0.41,,,,,18.87801912,1873.15,2.04E-07,0.052631579,40000
