ref,run,SiO2,TiO2,Al2O3,MgO,CaO,Na2O,K2O,P2O5,MnO,CoO,NiO,Pb,FeO,T_K,fO2,_Fe3Fe2,P_bar
T1980,96,48.12,1.8,14.82,6.75,11.47,2.93,0.81,0,,,,,11.97647448,1478.15,1.02E-08,0.202408817,1
T1980,95,48.9,1.77,15.12,6.55,11.71,2.1,0.88,0,,,,,11.66154089,1478.15,1.02E-08,0.185633596,1
T1980,74,44.53,2.12,12.95,5.91,10.21,3.47,5.7,0,,,,,13.59613294,1476.15,1.00E-08,0.300847558,1
T1980,72,47.57,1.84,15.32,6.11,8.51,2.95,4.52,0,,,,,11.85949915,1476.15,9.33E-09,0.276584674,1
T1980,76,47.85,1.92,15.19,5.48,8.74,3.05,4.73,0,,,,,11.73352571,1476.15,1.00E-08,0.286801708,1
T1980,71,47.92,1.78,15.24,5.63,8.63,3.09,4.78,0,,,,,11.62554848,1476.15,1.00E-08,0.299429356,1
T1980,77,48.05,1.7,15.16,5.86,8.37,2.75,4.86,0,,,,,11.93148397,1476.15,1.00E-08,0.305818343,1
T1980,70,48.37,1.96,15.21,5.89,8.35,3.09,4.79,0,,,,,11.11265663,1475.15,9.77E-09,0.257944221,1
T1980,55,48.47,1.72,15.2,6.54,8.57,5.54,0.85,0,,,,,11.80551053,1475.15,9.77E-09,0.142851425,1
T1980,147,46.74,1.65,14.6,6.33,8.32,7.99,0.88,0,,,,,12.12944222,1473.15,8.91E-09,0.228240609,1
T1980,68,46.76,1.83,14.72,6.41,8.15,8.26,0.89,0,,,,,11.67953709,1473.15,8.91E-09,0.322821725,1
T1980,148,46.92,1.69,14.34,6.2,14.47,2.65,0.84,0,,,,,11.59855417,1473.15,8.91E-09,0.146117412,1
T1980,150,47.07,2.3,18.88,6.17,7.03,2.78,1.01,0,,,,,13.28119935,1473.15,8.91E-09,0.098,1
T1980,64,47.18,1.75,14.58,6.7,8.14,7.89,0.77,0,,,,,11.6885352,1473.15,8.91E-09,0.226837955,1
T1980,67,47.21,1.74,14.53,6.48,8.16,8.42,0.83,0,,,,,11.3556054,1473.15,9.33E-09,0.221859485,1
T1980,149,47.27,2.1,18.92,6.26,6.94,2.78,1.02,0,,,,,13.23620883,1473.15,8.91E-09,0.238,1
T1980,58,47.86,1.96,14.97,6.25,8.74,5.54,0.83,0,,,,,12.46237202,1473.15,9.33E-09,0.222213328,1
T1980,51,49.5,2.08,15.31,6.74,8.67,3.25,0.77,0,,,,,12.30040617,1473.15,9.33E-09,0.110607084,1
T1980,61,49.58,1.88,15.48,6.59,8.84,2.94,0.9,0,,,,,12.3993853,1473.15,9.33E-09,0.168861166,1
T1980,52,49.63,1.88,15.56,6.61,8.73,3.11,0.87,0,,,,,12.25541566,1473.15,9.33E-09,0.133266725,1
T1980,54,49.67,1.77,15.55,6.7,8.53,3,0.83,0,,,,,12.55235304,1473.15,9.33E-09,0.139867245,1
T1980,116,57.22,1.62,12.76,5.89,7.32,2.35,0.63,0,,,,,10.9866832,1473.15,9.33E-09,0.243022603,1
T1980,57,48.51,1.81,15.03,6.52,8.49,5.89,0.86,0,,,,,11.60755227,1472.15,8.32E-09,0.135288703,1
T1980,137,57.84,1.41,12.82,5.7,7.48,2.42,0.71,0,,,,,10.45579515,1471.15,8.13E-09,0.182849824,1
T1980,104,47.91,2.02,18.05,6.53,7.99,2.92,0.91,0,,,,,12.30040617,1470.15,8.91E-09,0.196,1
T1980,56,48.65,1.81,14.99,6.58,8.5,5.62,0.7,0,,,,,11.83250484,1470.15,8.13E-09,0.15948481,1
T1980,135,44.93,2.26,12.88,6.17,10.15,3.05,5.77,0,,,,,13.30819365,1469.15,8.13E-09,0.221400105,1
T1980,146,53.07,1.64,13.88,6.34,8.18,2.71,0.85,0,,,,,11.99447068,1469.15,7.94E-09,0.184668444,1
T1980,134,47.75,1.88,17.33,6.82,8.23,3.01,0.83,0,,,,,12.74131319,1468.15,7.94E-09,0.19,1
T2024,GHM10,72.12,0.01,10.56,0.09,0.04,2.25,3.78,,,,,,2.071814049,1473.15,1.26E-07,0.818181818,20000
T2024,GHM9,73.32,0.02,10.61,0.02,0.02,2.87,3.9,,,,,,1.850698304,1473.15,1.26E-07,3.761904762,20000
W2005,7159VB-P2.5-RB0P2.5-13,46.99,3.92,13.29,3.17,8.86,4.48,0.98,2.54,,,,,14.5,1623.15,3.25E-06,0.492537313,1
W2005,7159VB-P2.5-RB0P2.5-16,46.99,3.92,13.29,3.17,8.86,4.48,0.98,2.54,,,,,14.5,1623.15,6.48E-05,0.639344262,1
W2005,7159VB-P2.5-RB0P2.5-12,46.99,3.92,13.29,3.17,8.86,4.48,0.98,2.54,,,,,14.5,1623.15,2.05E-01,4,1
W2005,7159VB-7159VB-O2,46.99,3.92,13.29,3.17,8.86,4.48,0.98,2.54,,,,,14.5,1623.15,9.77E-01,13.28571429,1
W2005,7159V-RB0-4,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,2.58E-08,0.19047619,1
W2005,7159V-RB0-23,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,2.58E-08,0.136363636,1
W2005,7159V-RB0-3,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,3.25E-06,0.538461538,1
W2005,7159V-RB0-22,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,3.25E-06,0.428571429,1
W2005,7159V-RB0-15,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,6.48E-05,0.724137931,1
W2005,7159V-RB0-31,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,6.48E-05,0.666666667,1
W2005,7159V-RB0-1,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,2.05E-01,4.882352941,1
W2005,7159V-RB0-20,47.88,4.04,13.22,3.23,9.04,4.68,1.15,,,,,,14.38,1623.15,2.05E-01,3.761904762,1
W2005,7159VB-P6-RB3P5-8,51.05,4.26,14.51,3.43,9.59,4.02,0.89,4.51,,,,,6.33,1623.15,2.58E-08,0.075268817,1
W2005,7159VB-P6-RB3P5-7,51.05,4.26,14.51,3.43,9.59,4.02,0.89,4.51,,,,,6.33,1623.15,3.25E-06,0.25,1
W2005,7159VB-P6-RB3P5-6,51.05,4.26,14.51,3.43,9.59,4.02,0.89,4.51,,,,,6.33,1623.15,6.48E-05,0.388888889,1
W2005,7159VB-P6-RB3P5-5,51.05,4.26,14.51,3.43,9.59,4.02,0.89,4.51,,,,,6.33,1623.15,2.05E-01,3,1
W2005,7159VB-RB3-4.2,52.98,4.42,15.05,3.62,9.98,4.9,1.25,,,,,,6.26,1623.15,2.58E-08,0.075268817,1
W2005,7159VB-RB3-3,52.98,4.42,15.05,3.62,9.98,4.9,1.25,,,,,,6.26,1623.15,3.25E-06,0.408450704,1
W2005,7159VB-RB3-4,52.98,4.42,15.05,3.62,9.98,4.9,1.25,,,,,,6.26,1623.15,3.25E-06,0.351351351,1
W2005,7159VB-RB3-2,52.98,4.42,15.05,3.62,9.98,4.9,1.25,,,,,,6.26,1623.15,6.48E-05,0.515151515,1
W2005,7159VB-RB3-1,52.98,4.42,15.05,3.62,9.98,4.9,1.25,,,,,,6.26,1623.15,2.05E-01,3.761904762,1
W2005,NS2-NS2-FMQ-2,65.6,,0.32,,,26.9,,,,,,,6.32,1593.15,8.10E-10,0.041666667,1
W2005,NS2-NS2-air,65.6,,0.32,,,26.9,,,,,,,6.32,1593.15,2.03E-01,5.25,1
W2005,NS3-NS3-air,81.34,,,,,14.6,0.41,,,,,,4.13,1573.15,1.26E-14,3,1
W2005,NS3-NS3-FMQ-2,81.34,,,,,14.6,0.41,,,,,,4.13,1573.15,5.02E-10,0.041666667,1
W2005,7159VB-P2.5-RB0P2.5-14,46.99,3.92,13.29,3.17,8.86,4.48,0.98,2.54,,,,,14.5,1473.15,2.58E-08,0.162790698,1
W2005,7159V-7159V-CS,41.59,3.49,11.6,2.81,7.88,3.11,0.64,,,,,,27.82,1453.15,1.78E-13,0.041666667,1
W2005,7159VB-7159VB-CS,46.98,3.9,13.44,3.16,8.91,3.39,0.75,,,,,,18.31,1453.15,1.78E-13,0,1
W2005,NS2-NS2-CS,54.9,,0.26,,,15.7,,,,,,,28.6,1323.15,1.75E-15,0,1
Z2016,ECA_0,57.86,0.67,18.51,2.26,7.32,2.76,4.1,0.34,,,,,6.001734393,1623.15,2.09E-07,0.127395716,1
Z2016,ECA_05,57.86,0.67,18.51,2.26,7.32,2.76,4.1,0.34,,,,,6.001734393,1623.15,4.79E-07,0.170960187,1
Z2016,VF70,58.01,2.84,14.31,2.1,7.37,3.77,1.03,0,,,,,9.969897612,1623.15,5.37E-07,0.220554132,1
Z2016,VF66,58.38,2.9,14.42,2.09,7.41,3.83,1.05,0,,,,,10.18585207,1623.15,1.15E-05,0.428979708,1
Z2016,VF83,58.57,2.9,14.06,12.06,7.41,3.87,1.03,0,,,,,9.96089951,1623.15,0.00017378,0.515381118,1
Z2016,VF87,58.72,2.9,14.34,2.07,7.44,4.07,0.92,0,,,,,9.834926074,1623.15,0.208929613,2.891050584,1
Z2016,VF74,58.73,2.83,14.61,2.06,7.31,4.02,1.08,0,,,,,9.636967818,1623.15,0.008709636,1.491901321,1
Z2016,VF75,58.79,2.83,14.48,12.08,7.38,3.97,1.08,0,,,,,9.717950741,1623.15,0.005370318,1.322880372,1
Z2016,VF53,59.03,2.86,14.55,2.06,7.36,4.21,1.08,0,,,,,9.43001146,1623.15,0.050118723,2.17158262,1
Z2016,VF68,59.13,2.85,14.7,2.05,7.29,3.8,1.09,0,,,,,9.555984895,1623.15,1.91E-06,0.262945188,1
Z2016,VF85,59.15,2.86,14.4,2.12,7.49,3.53,1.03,0,,,,,9.906910894,1623.15,5.75E-09,0.079680415,1
Z2016,VF30,59.24,2.88,14.36,2,7.31,4.5,1.13,0,,,,,9.115077871,1623.15,0.208929613,4.030181087,1
Z2016,VF54,59.38,2.8,14.54,2.04,7.32,3.92,1.08,0,,,,,9.448007665,1623.15,7.08E-06,0.41723356,1
Z2016,VF50,59.55,3.08,14.9,2.26,7.85,3.73,1.01,0,,,,,8.476212591,1623.15,3.02E-07,0.129305477,1
Z2016,VF59,59.66,2.76,14.43,2.05,7.18,4.16,1.1,0,,,,,9.349028537,1623.15,0.000660693,0.772735331,1
Z2016,VF81,59.81,3,14.46,2.15,7.72,3.37,1.02,0,,,,,8.548197411,1623.15,1.05E-07,0.118943717,1
Z2016,VF88,60.18,2.81,14.45,2.04,7.25,3.55,0.9,0,,,,,9.555984895,1623.15,5.50E-07,0.191611058,1
Z2016,VF49,60.25,2.95,14.62,2.17,7.7,3.07,1,0,,,,,8.179275207,1623.15,2.34E-09,0.11831805,1
Z2016,VF35,60.3,2.91,14.66,2.06,7.38,3.38,1.1,0,,,,,9.106079769,1623.15,8.51E-09,0.069633116,1
Z2017,M572,56.43,2.62,14.99,2.23,7.42,0.97,4.64,0,,,,,8.710163257,2023.15,347.4710955,0.971220185,65000
Z2017,M601,56.93,2.51,15.13,2.26,7.5,1.01,5.01,0,,,,,8.665172744,2023.15,183.5353673,1.095557418,55000
Z2017,M559,57.09,2.65,14.97,2.26,7.46,1.01,4.97,0,,,,,8.575191719,2023.15,477.4908785,1.011667673,70000
Z2017,M562,57.58,2.7,14.94,2.26,7.51,1.05,4.64,0,,,,,8.773149975,2023.15,252.6353846,1.035830619,60000
Z2017,M563,57.67,2.69,14.91,2.17,7.58,0.87,4.14,0,,,,,8.989104436,2023.15,133.2366311,1.153779884,50000
Z2017,M535,56.92,2.68,15.05,2.27,7.61,0.97,4.69,0,,,,,8.809142385,1873.15,22.30912803,1.290950745,40000
Z2017,M537,56.98,2.46,15.16,2.25,7.45,1,5,0,,,,,8.728159462,1873.15,44.60316618,1.28050171,50000
Z2017,M543,57.39,2.57,15.23,2.26,7.62,1.02,4.61,0,,,,,8.93511582,1873.15,31.55701662,1.367424242,45000
Z2017,M540,57.44,2.63,15.3,2.25,7.53,1.01,4.7,0,,,,,8.845134795,1873.15,11.12597121,1.381519409,30000
Z2017,M544,57.89,2.68,15.09,2.24,7.4,1.06,4.34,0,,,,,8.908121513,1873.15,15.75991462,1.31857176,35000
Z2017,A867,56.88,2.74,15.18,2.46,7.59,1,4.7,0,,,,,8.881127205,1773.15,1.473440995,1.937720329,15000
Z2017,A952,57.54,2.54,15.17,2.27,7.56,1.01,4.71,0,,,,,8.845134795,1773.15,3.084213587,1.688894864,25000
Z2017,A944,57.77,2.56,15.22,2.27,7.62,1.02,4.77,0,,,,,8.89912341,1773.15,4.457885227,1.543881964,30000
Z2017,A945,57.78,2.63,15.1,2.24,7.62,1.02,4.56,0,,,,,8.79114618,1773.15,2.132404882,1.652519894,20000
Z2017,B402,56.99,2.74,15.08,2.3,7.62,1.01,4.6,0,,,,,9.070087358,1673.15,0.492702112,2.40367597,15000
Z2017,A896,57.36,2.73,15.08,2.29,7.57,1.01,4.65,0,,,,,9.061089256,1673.15,0.729082203,2.05997552,20000
Z2017,B388,57.38,2.75,15.16,2.46,7.6,1,4.7,0,,,,,8.881127205,1673.15,1.078052128,1.883506344,25000
Z2017,A888,58.61,2.88,14.99,1.89,7.07,1.14,4.34,0,,,,,8.341241053,1673.15,1.592744144,1.884338044,30000
Z2017,VF1,58.63,2.48,15.27,2.2,7.44,1.07,5.12,0,,,,,8.458216386,1673.15,0.151356125,2.541076487,1
